caba_id,distrito_id,seccion_id,circuito,nombre,direccion,mesa_desde,mesa_hasta,num_mesas,geom
4344,1,3,39,INSTITUTO DON ORIONE,"YRIGOYEN, HIPOLITO 2084",1274,1278,5,0101000020E6100000B76E762DAE324DC0342063D7284E41C0
8157,1,3,39,POLIDEPORTIVO CANGALLO SCHULE,"PERON, JUAN DOMINGO, TTE. GENERAL 1955",1283,1292,10,0101000020E610000007EC5BC078324DC0CEA4DEA1B04D41C0
4261,1,3,40,COLEGIO SANTA CRUZ,24 DE NOVIEMBRE 950,1305,1318,14,0101000020E6100000352240DE8F344DC05CDDE3B09B4F41C0
4263,1,3,41,ENET N°11 MANUEL BELGRANO,COCHABAMBA 2830,1353,1365,13,0101000020E610000050E004A2C9334DC0F76EBCA4165041C0
4265,1,3,41,ESC N°10 F DE GURRUCHAGA,JUJUY AV. 1471,1366,1370,5,0101000020E61000006611C56E65334DC0EDF3FAC1405041C0
4268,1,3,41,INSTITUTO SAN CRISTOBAL,JUJUY AV. 1241,1344,1352,9,0101000020E6100000EF1AE7C478334DC01F2B4087EE4F41C0
4288,1,3,41,ESC N°3 RUFINO SANCHEZ,LA RIOJA 850,1319,1327,9,0101000020E61000008842E24C2D344DC021800854654F41C0
4300,1,3,41,ESC NORM SUP N°8 PTE J A ROCA,LA RIOJA 1042,1328,1335,8,0101000020E6100000906E776020344DC058284089B14F41C0
5092,1,3,41,ESC Nº17 LUIS CHORROARIN,"CALVO, CARLOS 2827",1336,1343,8,0101000020E61000007DD00DCAD3334DC0304259308E4F41C0
4272,1,3,42,ESC N°23 GRAL VIAMONTE,PASCO 961,1397,1407,11,0101000020E61000007FB6C42BDB324DC0D99083FE624F41C0
4274,1,3,42,ESC N°21 CARLOS PELLEGRINI,ENTRE RIOS AV. 1341,1382,1388,7,0101000020E6100000C20A8BF51B324DC03B4CEBDBF14F41C0
4276,1,3,42,ESC N°22 CARLOS PELLEGRINI,ENTRE RIOS AV. 1359,1389,1396,8,0101000020E6100000C7AACD971B324DC0384E9A83F64F41C0
4279,1,3,42,INSTITUTO NTRA SRA DEL HUERTO,INDEPENDENCIA AV. 2140,1408,1417,10,0101000020E6100000D9097A79C3324DC08108A32C284F41C0
4059,1,4,43,INSTITUTO FELIX F BERNASCONI,"CASTILLO, CATULO 2750",1418,1431,14,0101000020E6100000D70F09617E334DC0DEE10024155141C0
5310,1,4,43,ESC N°26 B MIGUEL DE AZCUENAGA,PICHINCHA AV. 1873,1446,1452,7,0101000020E610000061043CE0B4324DC08CB664E4C85041C0
5311,1,4,43,INSTITUTO NTRA SRA DE LUJAN,JUJUY AV. 2179,1432,1445,14,0101000020E61000006CAB2D8F19334DC036B6A43D525141C0
4048,1,4,44,ESC N°2 JOSE MARIA GUTIERREZ,LA RIOJA 1846,1468,1479,12,0101000020E61000007F4FCF80FA334DC078F8EAC2F55041C0
5037,1,4,44,INSTITUTO SAN VICENTE DE PAUL,24 DE NOVIEMBRE 1665,1464,1467,4,0101000020E6100000FBB4F8AF75344DC01EA19A9FBE5041C0
5312,1,4,44,ESC SUP N°11 RICARDO LEVENE,DEAN FUNES 1821,1453,1463,11,0101000020E6100000E6F0DC92CE334DC05036D82CED5041C0
4045,1,4,45,ESC N°19 PROV DE FORMOSA,ELIA 473,1489,1493,5,0101000020E6100000753ED9E24E344DC075F0443F605241C0
5035,1,4,45,ESC Nº2 PATRICIOS,ALMAFUERTE AV. 66,1480,1488,9,0101000020E610000090224285AF344DC0B5CE0ACACC5141C0
8753,1,4,45,ESC DE RECUPERACION Nº5,"CORTEJARENA, JOSE A. 3350",1494,1499,6,0101000020E610000019F4C42D5A344DC0E4225E29705241C0
4037,1,4,46,ESC N°18 JUAN E PESTALOZZI,CASEROS AV. 2152,1514,1518,5,0101000020E61000005575884B49324DC0F1C91EBA3F5141C0
4041,1,4,46,ESC DE COM N°18 R DE SUECIA,"GOMEZ, JUAN CARLOS 253",1508,1513,6,0101000020E6100000FAF1B3AC0F324DC08F492D06905141C0
4046,1,4,46,ENET N°7 D LAVALLE DE LAVALLE,ZAVALETA 204,1500,1507,8,0101000020E6100000DCF0639F97334DC0A89135D0E35141C0
4030,1,4,47,ESC N° 11 REPUBLICA DE HAITI,LAFAYETTE 1879,1519,1531,13,0101000020E610000040D5CA1BF4314DC0B8C2253A0A5441C0
4033,1,4,47,INSTITUTO SAGRADO CORAZON,VELEZ SARSFIELD AV. 1351,1532,1544,13,0101000020E6100000836164BDCF314DC08943178E495341C0
9326,1,4,47,ENET N°14 LIBERTAD,SANTA MAGDALENA 431,1545,1557,13,0101000020E6100000C936BA84C5304DC0D0C479FAEC5241C0
4121,1,4,48,LICEO COM N°3 JOSE M ESTRADA,ARCAMENDIA 743,1558,1567,10,0101000020E6100000A39140ABA2304DC0BF2DC853145241C0
5040,1,4,48,CENTRO CENTES Nº1,"CARRILLO, RAMON, DR. 317",1574,1577,4,0101000020E61000004A8A3CB1E9304DC010611AF95A5141C0
8064,1,4,48,ESC Nº5 GRAL M M DE GUEMES,ARCAMENDIA 793,1568,1573,6,0101000020E6100000E2BB3D81A2304DC0594B2247145241C0
8788,1,4,48,ESC N°8 CARLOS N VERGARA,"ALCORTA, AMANCIO AV. 1934",1578,1583,6,0101000020E6100000DA2955CABF314DC053197DA5E05141C0
9320,1,4,48,ENET N°4 REPUBLICA DEL LIBANO,"MONTES DE OCA, MANUEL 121",1584,1591,8,0101000020E6100000A6108BDF45304DC091CB3883AA5041C0
9323,1,4,48,ESC N°1 REPUBLICA DE BOLIVIA,"HORNOS, GRAL. 530",1592,1598,7,0101000020E6100000F9F98F8549304DC0705C175B245141C0
4112,1,4,49,ESC N°24 PRESIDENTE DERQUI,CALIFORNIA 1925,1607,1613,7,0101000020E61000007B1478DF15304DC02061F4EAD95241C0
4115,1,4,49,ESC N°20 NIEVES E DE OROMI,SAN ANTONIO 682,1614,1621,8,0101000020E6100000069F30D85A304DC04C739B43375341C0
5041,1,4,49,ESC Nº13 FRAY MAMERTO ESQUIU,SALOM 332,1599,1606,8,0101000020E610000036A9C585F9304DC0F07A544ABC5241C0
9329,1,4,49,ESC TEC N°10 FRAY LUIS BELTRAN,VIEYTES 942,1622,1629,8,0101000020E61000001B5341928B304DC053A9FADC575241C0
9332,1,4,49,ESC N°28 FRANCISCO P MORENO,"SALMUN FEIJOO, JOSE AARON 1073",1630,1634,5,0101000020E61000004344E42359304DC088C0B00C715241C0
4131,1,4,50,ESC N°7 JUAN DE GARAY,CASEROS AV. 734,1635,1645,11,0101000020E61000006F4DA437FF2F4DC012D171D5445041C0
4153,1,4,50,ESC DE BELLAS ARTES M BELGRANO,"VILLAFAÑE, WENCESLAO 1342",1646,1656,11,0101000020E61000000FD9D8D9942F4DC08FD0A360425141C0
6427,1,4,50,INSTITUTO SANTA FELICITAS,PINZON 1480,1662,1675,14,0101000020E6100000ECACDB12A92F4DC063C4AE3D865141C0
9335,1,4,50,ESC N°3 BERNARDO DE IRIGOYEN,"MONTES DE OCA, MANUEL 439",1657,1661,5,0101000020E6100000A2072AE218304DC027B5AAAD1B5141C0
4076,1,4,51,ESC DE COM N°1 J V GONZALEZ,"MONTES DE OCA, MANUEL 1356",1688,1705,18,0101000020E61000003716C759D12F4DC09373B7395A5241C0
4077,1,4,51,INSTITUTO ZACCARIA,"MONTES DE OCA, MANUEL 1844",1676,1687,12,0101000020E6100000607ACB36B12F4DC0C728FA07035341C0
4084,1,4,52,ESC Nº11 ANTONIO BUCICH,BRANDSEN 1057,1725,1735,11,0101000020E610000009A29F98102F4DC082FF29248C5141C0
4086,1,4,52,ESC Nº3 JUAN MARTIN GUTIERREZ,ROCHA 1226,1706,1716,11,0101000020E6100000E47C94EA182F4DC0E9AD68AB275241C0
5046,1,4,52,ESC Nº19 REP ITALIANA,RIO CUARTO 1249,1736,1739,4,0101000020E6100000E985818CFF2E4DC036F2DDC9E75241C0
5047,1,4,52,ESC Nº4 JOSE J BERRUTTI,"QUINQUELA MARTIN, BENITO 1081",1717,1724,8,0101000020E6100000F4A80DBAC92E4DC074A9D7493A5241C0
4094,1,4,53,ESC Nº14 AGUSTIN R CAFFARENA,NECOCHEA 1136,1768,1772,5,0101000020E6100000FE66D5EACA2D4DC0359A3236305141C0
4095,1,4,53,ESC Nº10 G ARAOZ DE LAMADRID,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 499",1752,1759,8,0101000020E61000002A56C445FB2D4DC03BD67CC5975141C0
5314,1,4,53,ENET N°31 MAESTRO QUINQUELA,DON PEDRO DE MENDOZA AV. 1777,1748,1751,4,0101000020E610000052DDD0DF182E4DC0C1A6591DC95141C0
5315,1,4,53,ESC N°9 PEDRO DE MENDOZA,DON PEDRO DE MENDOZA AV. 1835,1740,1747,8,0101000020E6100000A2E92339332E4DC04F2F440ECD5141C0
5338,1,4,53,ESC N°29 ADULTOS M BELGRANO,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 676",1760,1767,8,0101000020E6100000BB1BC8024D2E4DC0C9023336BB5141C0
4097,1,4,54,ESC Nº2 DR CARLOS R VIGNALE,"VILLAFAÑE, WENCESLAO 453",1805,1811,7,0101000020E610000013604CF3512E4DC09EC6B496F25041C0
4099,1,4,54,ESC Nº8 CARLOS DELLA PENA,"BRAUN MENENDEZ, EDUARDO, DR. 260",1782,1794,13,0101000020E6100000A991AF89662E4DC0C75359DE535041C0
4101,1,4,54,INST MADRE DE LOS EMIGRANTES,NECOCHEA 330,1795,1804,10,0101000020E610000061FB62808F2E4DC02EA6058C735041C0
9341,1,4,54,ESC N°1 ALTE G BROWN,"VALLE, ARISTOBULO DEL 471",1812,1822,11,0101000020E6100000CB8C210C402E4DC0C35A49F60C5141C0
4010,1,4,55,ESC N°24 MARTIN GUERRICO,LYNCH 3536,1823,1827,5,0101000020E610000018E045F273344DC03BC7641D735341C0
4015,1,4,55,ESC N°23 DR LORENZO ANADON,TRAFUL 3847,1834,1838,5,0101000020E61000009DF61BBA20354DC0A5DD0B176C5341C0
5030,1,4,55,ESC N°16 SABINA B DE BOZZALLA,"ALCORTA, AMANCIO AV. 3402",1839,1844,6,0101000020E610000059380A272C344DC0CB23756C7E5341C0
5032,1,4,55,INSTITUTO SAN VICENTE DE PAUL,24 DE NOVIEMBRE 1665,1828,1833,6,0101000020E6100000FBB4F8AF75344DC01EA19A9FBE5041C0
4810,1,4,56,ENET N°33 F M DEL PLUMERILLO,"RABANAL, FRANCISCO, INTENDENTE AV. 1549",1858,1863,6,0101000020E610000035E7C29EC4354DC0CC95BBB5EE5341C0
4815,1,4,56,ESC N°6 DR ADOLFO SALDIAS,ECHAURI 1576,1864,1867,4,0101000020E610000083C578376E354DC0D4EA2712225441C0
4829,1,4,56,INSTITUTO SAN ANTONIO DE PADUA,TILCARA 3178,1851,1857,7,0101000020E6100000697C90A59C354DC086EAC1AA8E5341C0
9347,1,4,56,ESC N°13 P ALBERTI,ITAQUI 2050,1868,1876,9,0101000020E6100000161AC55145374DC03E538FFC9E5341C0
4770,1,4,57,ESC N°1 M SILVENTI DE AMATO,ALAGON 300,1898,1902,5,0101000020E610000024DD9765EA354DC09A4D39BD5D5241C0
4775,1,4,57,ESC N°5 PCIA DE CORRIENTES,CASEROS AV. 4050,1911,1917,7,0101000020E610000077CE39DCF6354DC076E3BB46E95141C0
4825,1,4,57,ESC N°7 AERONAUTICA ARGENTINA,QUILMES 473,1889,1897,9,0101000020E6100000F221AD736E354DC0DC24660C895241C0
5150,1,4,57,ESC N°22,MOM 2358,1903,1910,8,0101000020E6100000259FD5125E374DC0E9D7F70CBA5241C0
9350,1,4,57,INSTITUTO NUEVA POMPEYA,FOURNIER 3157,1918,1930,13,0101000020E610000028AFCAC87C354DC0B5EEF777805341C0
4049,1,5,58,ESC N°8 ALMAFUERTE,MAZA 1913,1937,1948,12,0101000020E61000007D69B13F0D354DC0AEF1E5C9225141C0
4764,1,5,58,ESC N°23 PCIA DE ENTRE RIOS,BOEDO AV. 1935,1959,1970,12,0101000020E6100000BEC2B63B49354DC03DC672227B5141C0
4766,1,5,58,ESC N°26 RCA DE COLOMBIA,"GARAY, JUAN DE AV. 3972",1949,1958,10,0101000020E6100000D91ED6D5C8354DC08D3D6C18E35041C0
4793,1,5,58,ESC N°20 E FERNANDEZ ALONSO,MUÑIZ 2147,1931,1936,6,0101000020E61000002938D4D714364DC09C23C4BED85141C0
5072,1,1,59,INSTITUTO MARIA AUXILIADORA,"GARAY, JUAN DE AV. 556",1971,1978,8,0101000020E610000087EC989CCF2F4DC0CF6C05BDEE4F41C0
8084,1,3,59,ESC N°7 OLEGARIO V ANDRADE,24 DE NOVIEMBRE 1536,1986,1993,8,0101000020E610000031F6FCFA76344DC04B221DE6865041C0
8886,1,5,59,ESC N°22 M ZUVIRIA,CONSTITUCION 4154,1979,1985,7,0101000020E6100000CE10232322364DC00B742FA4825041C0
4308,1,5,60,ENET N°29 RECONQUISTA DE BS AS,BOEDO AV. 760,2030,2037,8,0101000020E61000004F783C424B354DC0AF38C975944F41C0
8889,1,3,60,ESC N°15 CNEL R L FALCON,ESTADOS UNIDOS 3141,2038,2043,6,0101000020E61000004DF5E3B272344DC06AEB08B4874F41C0
9353,1,5,60,ESC N°25 P A DE SARMIENTO,TARIJA 4136,2008,2017,10,0101000020E610000055B91EB415364DC08878B9879D5041C0
9356,1,3,60,INST MATER TER ADMIRABILIS,24 DE NOVIEMBRE 827,2044,2051,8,0101000020E6100000C4ED587696344DC04F9D47A2784F41C0
4190,1,5,61,INSTITUTO SAN ANTONIO,MEXICO 4050,2052,2062,11,0101000020E6100000786879912F364DC0B77A7BF0664F41C0
4217,1,5,61,ESC N°16 JOSE M RAMOS MEJIA,DON BOSCO 4200,2076,2088,13,0101000020E6100000E892293F55364DC02C439BF0914E41C0
5079,1,5,61,JARDIN DE INF INT CESAR COLL,"YRIGOYEN, HIPOLITO AV. 4238",2063,2070,8,0101000020E6100000594613609F364DC067E30FCFB84E41C0
7880,1,5,61,INSTITUTO CARDOZO,"YRIGOYEN, HIPOLITO AV. 4034",2071,2075,5,0101000020E6100000B920934D37364DC02A55D454B34E41C0
9359,1,5,61,COLEGIO PIO IX,YAPEYU 197,2089,2095,7,0101000020E61000008BFC4F3B00364DC00B0BA68E954E41C0
4177,1,5,62,ESC N°22 MARTINA GURRUCHAGA,BOEDO AV. 657,2104,2114,11,0101000020E6100000CBE185F353354DC0B95F277B6F4F41C0
4184,1,5,62,ESC N°4 SALVADOR M DEL CARRIL,"BOCAYUVA, QUINTINO 620",2096,2103,8,0101000020E61000002503929610364DC0F07EC343424F41C0
9363,1,5,62,COLEGIO PIO IX,YAPEYU 197,2115,2124,10,0101000020E61000008BFC4F3B00364DC00B0BA68E954E41C0
4239,1,5,63,INST SAN FRANCISCO DE SALES,"YRIGOYEN, HIPOLITO AV. 3900",2125,2146,22,0101000020E6100000DA251E8AE2354DC01067A2D7AE4E41C0
4293,1,5,63,ESC NAC DE CERAMICA N°1,BULNES 45,2152,2157,6,0101000020E6100000258EA67B92354DC0724421301F4E41C0
8645,1,5,63,COLEGIO MARIA AUXILIADORA,YAPEYU 132,2158,2170,13,0101000020E61000001FD0353BFC354DC056CA443B984E41C0
8647,1,5,63,ESC N°18 ANTONIO BERMEJO,BELGRANO AV. 3767,2171,2183,13,0101000020E61000005FE6807BB4354DC0780459B4D04E41C0
9366,1,3,63,ESC N°13 GRAL M ZAPIOLA,"URQUIZA, GRAL. 227",2147,2151,5,0101000020E61000006B2410D57C344DC01901DFCF784E41C0
4304,1,5,64,ESC N°18 ALEJANDRO CARBO,"BRAVO, MARIO 234",2198,2203,6,0101000020E610000075454A8B6F354DC00694B687D04D41C0
5321,1,5,64,ESC N°22 CARLOS J BENIELLI,SANCHEZ DE BUSTAMANTE 260,2204,2210,7,0101000020E61000009A4B0D911C354DC0F6A47F159B4D41C0
6463,1,5,64,ESC Nº19 FRANCISCO BALCARCE,"ACUÑA DE FIGUEROA, FRANCISCO 850",2184,2197,14,0101000020E610000077E8C0390F364DC085542A5AF14C41C0
8160,1,5,64,INSTITUTO TIERRA SANTA,SANCHEZ DE BUSTAMANTE 126,2230,2247,18,0101000020E61000004E95985D13354DC045D04DC5F44D41C0
8688,1,5,64,COLEGIO NAC N°3 M MORENO,RIVADAVIA AV. 3577,2211,2229,19,0101000020E61000002E91191755354DC00579A3432F4E41C0
4250,1,5,65,UTN FACULTAD REGIONAL BS AS,MEDRANO AV. 951,2263,2272,10,0101000020E6100000BB5ABF8FCA354DC069926C19A54C41C0
4303,1,1,65,COLEGIO INMACULADA CONCEPCION,"CALVO, CARLOS 1186",2248,2262,15,0101000020E6100000CA7BD367FB304DC09CD6ECB2554F41C0
9150,1,5,65,INSTITUTO WILLIAM MORRIS,LAVALLE 3761,2273,2277,5,0101000020E61000002297E90496354DC09454567EC04C41C0
9369,1,5,65,INSTITUTO BENITO NAZAR,ESTADO DE ISRAEL AV. 4230,2278,2287,10,0101000020E61000006F92FF4973364DC0977D699A894C41C0
5086,1,5,66,COLEGIO GALILEO GALILEI,ESTADO DE PALESTINA 748,2303,2310,8,0101000020E61000009D8BB6A679364DC01DAA024B0D4D41C0
5087,1,5,66,ESC Nº 7 JOSE MARIA TORRES,HUMAHUACA 4260,2288,2302,15,0101000020E61000009010431961364DC0147C188AFF4C41C0
8672,1,5,66,COLEGIO BETANIA,"ACUÑA DE FIGUEROA, FRANCISCO 855",2311,2316,6,0101000020E61000005D3CBBC30B364DC01816ACAAEE4C41C0
9157,1,5,66,ESCUELA ROSARIO VERA PEÑALOZA,PRINGLES 1165,2317,2326,10,0101000020E6100000FCD3C44996364DC0D81A9AA49A4C41C0
4170,1,5,67,ESC N°23 GRAL MANUEL BELGRANO,PRINGLES 263,2327,2339,13,0101000020E61000001769A0CABA364DC0028498EE024E41C0
4173,1,5,67,INST PRIV ARG JAPONES (PRIM),YATAY 255,2367,2370,4,0101000020E6100000BEB6D809EA364DC09D7CDACE094E41C0
4218,1,5,67,ESC N°3 MANUEL SOLA,LAMBARE 975,2340,2348,9,0101000020E610000087DF40BA11374DC0ED5E7DF2304D41C0
4219,1,5,67,INST PRIV ARG JAPONES (SEC),PRINGLES 268,2371,2376,6,0101000020E61000003E37E32BBE364DC0C501E389004E41C0
4246,1,5,67,ESC N°11 PCIA DE JUJUY,"NUÑEZ, ROBERTO, OBRERO 4355",2349,2357,9,0101000020E6100000037BC4A295364DC09F00C7073E4D41C0
5320,1,1,67,UNIV ARGENTINA J F KENNEDY,PERU 1156,2358,2366,9,0101000020E610000044EA5AE5E22F4DC0E8342D668B4F41C0
8106,1,5,67,INSTITUTO CASA DE JESUS,YATAY 869,2377,2386,10,0101000020E61000006DD34DB1D6364DC010627EB1064D41C0
4176,1,6,68,ESC N°15 GRAL J G DE ARTIGAS,"LOBOS, ELEODORO, DR. 437",2415,2421,7,0101000020E6100000904DDAFDD8374DC0236A80A6714E41C0
4179,1,6,68,INSTITUTO DIVINO ROSTRO,"MARECHAL, LEOPOLDO 1041",2434,2439,6,0101000020E6100000D0226E7231384DC08E10C0768E4D41C0
4191,1,6,68,ESCUELA DEL NUEVO SOL,"ARAOZ ALFARO, GREGORIO, DR 373",2422,2427,6,0101000020E6100000F3A41705D0374DC079298DF9C54E41C0
4197,1,6,68,ESCUELA DE LA PAZ,"FLORES, VENANCIO, GRAL. 65",2428,2433,6,0101000020E6100000CFA285943A374DC04B3FCE59934E41C0
4211,1,6,68,ESC N°17 PTE URIBURU,"GALLARDO, ANGEL AV. 246",2403,2414,12,0101000020E610000002C02075C0374DC07217E2134C4D41C0
4214,1,6,68,ESC N°7 DEL CENTENARIO,RIO DE JANEIRO 986,2387,2402,16,0101000020E6100000E5D6D1DC4C374DC04A3826AE5C4D41C0
8466,1,6,68,UNIVERSIDAD DE MORON,"ARAOZ ALFARO, GREGORIO, DR 251",2440,2443,4,0101000020E6100000783536539C374DC01250F944B44E41C0
4154,1,6,69,INSTITUTO CALASANZ,SENILLOSA 810,2507,2521,15,0101000020E6100000123D6425D3364DC03809B430285041C0
4187,1,6,69,ESC N°3 PRIMERA JUNTA,RIVADAVIA AV. 4817,2469,2479,11,0101000020E610000074C8EC9F6F374DC0BD9DFE72F04E41C0
4188,1,6,69,INSTITUTO SUMMA,YERBAL 53,2522,2527,6,0101000020E61000006CB2C54032374DC0E172010CA84E41C0
4213,1,6,69,ESC N°9 FLORENTINO AMEGHINO,LA PLATA AV. 623,2480,2490,11,0101000020E610000063EACEACC1364DC0E25E2A10B44F41C0
4245,1,6,69,ESC DE COM N°19 JUAN MONTALVO,FORMOSA 136,2491,2506,16,0101000020E610000061C8F3650B374DC0C2C89576794F41C0
5075,1,6,69,ESC Nº11 M T DE ALVEAR,"ALBERDI, JUAN BAUTISTA AV. 163",2444,2457,14,0101000020E61000007D46B73A0F374DC057E3B4ABA94F41C0
8471,1,6,69,INSTITUTO SANTA MARIA,SENILLOSA 568,2458,2468,11,0101000020E610000034F216C1E8364DC014376D85C14F41C0
4198,1,6,70,ESC N°14 ERNESTO PADILLA,"VALLESE, FELIPE 835",2563,2571,9,0101000020E61000003CB3818402394DC0C30D7056784E41C0
4199,1,6,70,ESC N°20 TTE B MATIENZO,HIDALGO 635,2551,2559,9,0101000020E61000006A7F6C6362384DC0409964B0624E41C0
8094,1,6,70,ESC TEC N°9 ING LUIS A HUERGO,"GAINZA, MARTIN DE, GRAL. 1050",2528,2550,23,0101000020E610000015DC5D972A394DC0BEAF6706F74D41C0
8096,1,6,70,ESC N°10 ARQ M J BUSCHIAZZO,"VALLESE, FELIPE 975",2584,2587,4,0101000020E6100000EA0A458458394DC00E044AD6994E41C0
8477,1,6,70,ESC SUP ENFERMERIA C GRIERSON,"AMBROSETTI, JUAN B. 601",2576,2583,8,0101000020E61000004BD5DBB61C384DC05872EC301A4E41C0
8480,1,6,70,ESC NAC N°29 M MERCANTE ARG,RIVADAVIA AV. 5161,2560,2562,3,0101000020E610000034D0164E1E384DC0C4E1E4253E4F41C0
9072,1,6,70,ESC NORM SUP E S ZEBALLOS,RIVADAVIA AV. 4950,2588,2601,14,0101000020E6100000288F2D2CBC374DC0FA325550184F41C0
4141,1,6,71,ESC N°4 O DE E AMERICANOS,BARCO CENTENERA DEL 747,2639,2652,14,0101000020E61000005106C38A54384DC0655B479B655041C0
4144,1,6,71,INSTITUTO DR DAMASO CENTENO,RIVADAVIA AV. 5546,2653,2668,16,0101000020E610000068A5EF88C4384DC007CA893A914F41C0
4147,1,6,71,ESC N°14 JOAQUIN V GONZALEZ,"GOYENA, PEDRO AV. 984",2669,2679,11,0101000020E6100000298FE7E278384DC093347868345041C0
4194,1,6,71,ESC NAC N°29 M MERCANTE ARGENT,RIVADAVIA AV. 5161,2602,2623,22,0101000020E610000034D0164E1E384DC0C4E1E4253E4F41C0
4210,1,6,71,LICEO N°12 FRAY M ESQUIU,"MORENO, JOSE MARIA AV. 345",2624,2638,15,0101000020E6100000DAAF758FAE374DC00905DC289F4F41C0
8486,1,6,71,ESC N°8 ANTONIO SCHETTINO,"MORENO, JOSE MARIA AV. 480",2680,2690,11,0101000020E6100000028BA86E9C374DC061D77753DC4F41C0
4473,1,6,72,ESCUELA Nº19 GALICIA,"VIALE, LUIS 1052",2718,2724,7,0101000020E61000000A55CCE7053A4DC034E6A2A9D84D41C0
4474,1,6,72,ESCUELA Nº11 JOSE I DE GORRITI,"OROÑO, NICASIO 1431",2725,2729,5,0101000020E610000001EB8B91A93A4DC0CB9F186FF14D41C0
5154,1,6,72,ESC Nº8 PROVINCIA DE SAN JUAN,"FIGUEROA, D. APOLINARIO, CORONEL 1077",2691,2701,11,0101000020E61000000EAB5511F9394DC0643F6274FC4D41C0
5059,1,6,73,INSTITUTO MONSEÑOR DILLON,"SEGUI, F. J., ALTE. 863",2740,2751,12,0101000020E610000070B83AE35D3A4DC0FE50ECBCD74E41C0
5060,1,6,73,INSTITUTO SANTA BRIGIDA,GAONA AV. 2068,2730,2739,10,0101000020E6100000BF690029733A4DC02F867EF2714E41C0
5063,1,6,73,ESC Nº24 VIRGEN GENERALA,"BIEDMA, JOSE JUAN 459",2766,2774,9,0101000020E610000094FB9B7EFC394DC03D99D11A414F41C0
8489,1,6,73,ESC COM N°3 HIPOLITO VIEYTES,GAONA AV. 1502,2752,2765,14,0101000020E61000007E464812A2394DC047C180490A4E41C0
9224,1,6,73,ESC PRIM N°25 REP DE GUATEMALA,MENDEZ DE ANDES 1451,2775,2779,5,0101000020E6100000C302AC5F2D3A4DC0595227050F4F41C0
4168,1,6,74,ESC Nº3 M A MONTES DE OCA,PUAN 360,2818,2823,6,0101000020E6100000D59444643E394DC0EE2240713D5041C0
4225,1,6,74,INSTITUTO MONSEÑOR SABELLI,"MARTINEZ, VICTOR 62",2841,2847,7,0101000020E610000071EDAFB4FA384DC0D1E20299CC4F41C0
4226,1,6,74,UBA FAC DE FILOSOFIA Y LETRAS,PUAN 480,2780,2794,15,0101000020E61000000DCA2FB42B394DC0247025F96A5041C0
5066,1,6,74,INSTITUTO CULTURAL MARIANISTA,RIVADAVIA AV. 5656,2795,2808,14,0101000020E6100000A3E43DB1F5384DC0C48B019DA64F41C0
5067,1,6,74,INSTITUTO ARGENTINO EXCELSIOR,RIVADAVIA AV. 6028,2809,2817,9,0101000020E610000058E6A8D6A6394DC025930BD8E94F41C0
8492,1,6,74,ESC N°4 PTE DR ARTURO ILLIA,RIVADAVIA AV. 6065,2824,2840,17,0101000020E6100000A8EDFAECC2394DC0F032754AEE4F41C0
4719,1,7,75,INSTITUTO MEDALLA MILAGROSA,CURAPALIGUE AV. 1155,2868,2876,9,0101000020E61000004770BD8A21394DC06C5F10BD6D5141C0
5068,1,7,75,INSTITUTO WILLIAM DICKENS,CURAPALIGUE AV. 1150,2860,2867,8,0101000020E6100000FD6C4C8929394DC03BD69385605141C0
5069,1,7,75,ESC Nº7 NIÑAS DE AYOHUMA,ASAMBLEA AV. 1221,2848,2859,12,0101000020E61000000D4F073495384DC0CF949252655141C0
4156,1,7,76,ESC N°22 ANTONIO ZINNY,SALAS 565,2900,2914,15,0101000020E61000009D067B5F91374DC03964FA29E85041C0
4157,1,7,76,CENTRO IFPP ADOLESCENTES Nº6,ASAMBLEA AV. 153,2895,2899,5,0101000020E61000000CD4E3A5C4364DC05E650353D45041C0
5071,1,7,76,ESC Nº17 PROF R BERNARDELLI,ESTRADA 625,2915,2922,8,0101000020E6100000E3BB540B88374DC0DAA522D4D65041C0
6589,1,7,76,ESC DE REC N°8 LUIS VERNET,HORTIGUERA 742,2877,2882,6,0101000020E6100000482AEFC0CE384DC0EA49FA09C55041C0
8861,1,7,76,ESC Nº1 CHACABUCO,"PERON, EVA AV. 1502",2883,2894,12,0101000020E6100000BAE4144FF2384DC099A05DB1095141C0
4051,1,7,77,ESC DE FORM EDUC Y DEPORTIVA,LA PLATA AV. 1707,2942,2947,6,0101000020E6100000477B0F4663364DC04BEF83ED4B5141C0
4780,1,7,77,ESC N°21 JUAN J PASO,BEAUCHEF 1869,2955,2961,7,0101000020E610000047E5D5D81A374DC0E9988369C15141C0
4783,1,7,77,ESC N°10 JUAN A MAZA,CACHIMAYO 1657,2948,2954,7,0101000020E610000043113167D3374DC0AE061517B45141C0
4794,1,7,77,ESC N°15 PROVINCIA DE SALTA,SARAZA 1353,2923,2934,12,0101000020E610000053353DCAEB374DC0C3A66412C95141C0
5137,1,7,77,ESC N°24 DR FLORIAN OLIVER,SARAZA 470,2935,2941,7,0101000020E61000007D17F33672364DC095D7A43B895141C0
4737,1,7,78,ESC N°7 TTE MANUEL F ORIGONE,PUMACAHUA 1247,2972,2980,9,0101000020E6100000CF6BFF4658394DC03527A2C4B85141C0
